uFips,Latitude (generated),Longitude (generated),Living Wage Calculators
45037,33.791,-81.917,20744.797653959
45035,33.156,-80.435,22678.457013575
45033,34.415,-79.352,20034
45031,34.322,-79.972,20432.494497889
45029,32.848,-80.652,20996
45027,33.641,-80.208,20034
45025,34.619,-80.17,20527
45023,34.69,-81.173,20519.317929760
45021,35.024,-81.62,20071.703211596
45019,32.753,-79.857,22678.279114227
45017,33.672,-80.778,21534.941106089
45015,33.14,-79.904,22678.940507629
45013,32.384,-80.661,21478.888631594
45011,33.274,-81.482,20034
45009,33.2,-81.012,20034
45007,34.502,-82.653,20544.362699090
45005,32.937,-81.348,20476
45003,33.586,-81.599,20740.409499358
45001,34.223,-82.49,19643.809990663
44009,41.45,-71.643,20024.26753856
44007,41.872,-71.558,20250
44005,41.502,-71.299,21838
44003,41.665,-71.557,20250
44001,41.706,-71.286,20250
42133,39.906,-76.688,18561.763247669
42131,41.515,-76,18050.882133333
42129,40.301,-79.439,18947.481476101
42127,41.645,-75.274,17872
42125,40.169,-80.179,18945.792273317
42123,41.813,-79.264,18499.308616826
42121,41.395,-79.738,18065.302697508
42119,40.973,-77.082,18317.828150342
42117,41.772,-77.242,18530
42115,41.82,-75.804,19020
42113,41.426,-76.516,18634
42111,40.003,-79.037,17785.426470588
42109,40.773,-77.077,18682.289810017
42107,40.728,-76.229,18248.219710669
42105,41.737,-77.902,18144
42103,41.308,-75.024,21546.445335472
42101,40.008,-75.118,21724.819356473
42099,40.394,-77.293,19483.098664486
42097,40.82,-76.664,18401.169600490
42095,40.695,-75.329,20284.407717452
42093,41.058,-76.653,18423.103368512
42091,40.201,-75.355,21688.122380553
42089,41.05,-75.308,19257.936915078
42087,40.64,-77.6,18230.063669366
42085,41.305,-80.259,17890.812305955
42083,41.814,-78.579,17852.946271856
42081,41.317,-77.023,17962.260767653
42079,41.161,-75.96,18034.047774159
42077,40.642,-75.612,20285.699615320
42075,40.36,-76.414,17739.155792683
42073,40.99,-80.308,18544.147999714
42071,40.025,-76.297,19762.575134377
42069,41.407,-75.637,18032.59808387
42067,40.583,-77.345,17632
42065,41.139,-78.962,18478
42063,40.653,-79.129,18900.918147475
42061,40.404,-77.966,18407.705878392
42059,39.862,-80.211,18144
42057,39.94,-78.122,18144
42055,39.956,-77.776,18491.788047752
42053,41.529,-79.239,19166
42051,39.904,-79.652,18950.254048726
42049,41.957,-80.075,17696.003291236
42047,41.419,-78.665,18144
42045,39.915,-75.406,21696.965536409
42043,40.416,-76.782,19478.843597263
42041,40.152,-77.243,19479.918348411
42039,41.668,-80.065,17977.297289917
42037,41.064,-76.424,18620.404435747
42035,41.283,-77.618,18664.951360905
42033,40.982,-78.422,17771.925209676
42031,41.184,-79.453,18144
42029,39.987,-75.748,21679.809780516
42027,40.924,-77.76,20236.996062396
42025,40.876,-75.735,20283.878679367
42023,41.422,-78.204,18144
42021,40.483,-78.702,17836.213016013
42019,40.922,-79.927,18948.152264538
42017,40.379,-75.102,21684.322724026
42015,41.782,-76.521,18164.336744440
42013,40.485,-78.368,18718.802402402
42011,40.426,-75.984,18794.978867154
42009,39.992,-78.471,18686
42007,40.675,-80.332,18945.685341351
42005,40.756,-79.451,18346.437478518
42003,40.479,-80.024,18928.315696649
42001,39.873,-77.213,19983.591813770
41071,45.254,-123.317,20133.781959675
41069,44.752,-120.073,17719
41067,45.599,-123.114,20135.183969964
41065,45.234,-121.088,18577.378971808
41063,45.539,-117.22,17719
41061,45.406,-117.981,18458.494621650
41059,45.499,-118.704,17752.302952995
41057,45.494,-123.697,18400
41055,45.399,-120.694,17719
41053,44.897,-123.381,18975.967101532
41051,45.517,-122.374,20137.234670023
41049,45.46,-119.576,17679.416856781
41047,44.834,-122.457,18971.942741381
41045,43.207,-117.563,17683.827181995
41043,44.496,-122.526,18267.747973066
41041,44.663,-123.892,18930.020917928
41039,43.869,-122.998,18312.091906005
41037,42.802,-120.355,17719
41035,42.807,-121.584,17511.526082057
41033,42.369,-123.634,17990.081127844
41031,44.607,-121.11,17583
41029,42.416,-122.756,19396.720617389
41027,45.5,-121.681,20250.485458613
41025,42.976,-119.069,17719
41023,44.478,-118.947,17719
41021,45.398,-120.206,17719
41019,43.18,-123.132,17525.095522009
41017,43.787,-120.949,19002.545123922
41015,42.45,-124.209,18279.642430221
41013,44.154,-120.381,17485.900928429
41011,43.14,-124.127,17852.362231436
41009,45.969,-123.063,20136.890140657
41007,46.022,-123.758,18619.912653689
41005,45.174,-122.259,20135.081992105
41003,44.5,-123.445,18347.635041856
41001,44.718,-117.651,18565
40153,36.48,-99.28,19533.121328840
40151,36.811,-98.994,18864
40149,35.29,-98.991,18854
40147,36.711,-95.893,18323.584869267
40145,35.934,-95.513,19242.244674293
40143,36.118,-96.029,19235.814128139
40141,34.39,-98.923,18854
40139,36.747,-101.488,19115.851410437
40137,34.485,-97.852,18649.341844460
40135,35.492,-94.781,18850.757966368
40133,35.148,-96.609,18583
40131,36.364,-95.571,19238.838189030
40129,35.636,-99.682,18854
40127,34.418,-95.358,18854
40125,35.194,-96.883,19809.906265313
40123,34.717,-96.669,18686.212686567
40121,34.891,-95.72,18190.021068473
40119,36.094,-96.987,18575.781104801
40117,36.292,-96.637,18322.844957082
40115,36.834,-94.827,18832.709356247
40113,36.698,-96.532,19242.939297986
40111,35.616,-95.952,18122.740924092
40109,35.551,-97.407,19491.587911656
40107,35.464,-96.303,18854
40105,36.798,-95.608,18874
40103,36.376,-97.174,18854
40101,35.678,-95.408,19102.832678712
40099,34.506,-97.089,18989
40097,36.292,-95.222,18166
40095,33.998,-96.758,18958
40093,36.314,-98.532,18854
40091,35.39,-95.664,18687
40089,34.12,-94.808,18854
40087,34.909,-97.301,19491.124417831
40085,33.977,-97.247,18854
40083,35.944,-97.408,19490.094012463
40081,35.702,-96.88,18709.974572353
40079,34.931,-94.745,19035.294445886
40077,34.869,-95.221,18854
40075,34.877,-99.014,19041
40073,35.945,-97.942,19291
40071,36.796,-97.106,19078.034848802
40069,34.338,-96.67,18854
40067,34.073,-97.838,18854
40065,34.549,-99.44,18737.043426239
40063,35.028,-96.236,18854
40061,35.219,-95.134,18854
40059,36.796,-99.649,18854
40057,34.725,-99.833,18854
40055,34.92,-99.567,19156
40053,36.796,-97.787,18854
40051,35.018,-97.881,18635.944095991
40049,34.681,-97.3,18395
40047,36.378,-97.782,18653.086887836
40045,36.223,-99.692,18854
40043,35.987,-99.007,18854
40041,36.415,-94.787,19208
40039,35.638,-99,19420.336478662
40037,35.9,-96.326,19240.330216569
40035,36.754,-95.212,18854
40033,34.286,-98.4,18793.214366374
40031,34.652,-98.457,19830.955654431
40029,34.592,-96.303,18854
40027,35.257,-97.406,19490.049913553
40025,36.747,-102.515,18854
40023,34.045,-95.574,18854
40021,35.9,-95.04,19003.472602740
40019,34.223,-97.247,18315.972743583
40017,35.543,-97.992,19491.223609130
40015,35.203,-98.357,19072
40013,33.956,-96.19,18975.762728146
40011,35.858,-98.421,19093
40009,35.269,-99.68,19620.506802721
40007,36.75,-100.478,18854
40005,34.419,-96.039,18854
40003,36.73,-98.324,18854
40001,35.9,-94.64,18854
39175,40.839,-83.313,18287
39173,41.362,-83.649,18915.690929204
39171,41.564,-84.573,18503
39169,40.828,-81.888,17908.192283231
39167,39.52,-81.445,17997.404815073
39165,39.423,-84.171,18350.286056645
39163,39.268,-82.511,18071
39161,40.858,-84.571,18298.854545455
39159,40.307,-83.36,18922.180906622
39157,40.435,-81.488,18759.493670886
39155,41.317,-80.76,18182.258314054
39153,41.13,-81.54,18633.333889021
39151,40.82,-81.368,17784.559618442
39149,40.338,-84.218,17986.907516086
39147,41.124,-83.125,18497.445293334
39145,38.844,-82.96,18766.817546090
39143,41.357,-83.129,17938.973721591
39141,39.346,-83.067,18420.829625497
39139,40.771,-82.532,18250.577635224
39137,41.013,-84.139,18157
39135,39.741,-84.646,17790
39133,41.167,-81.197,18639.687347842
39131,39.07,-83.085,18924
39129,39.655,-82.999,18954.412855377
39127,39.737,-82.248,18090.920477677
39125,41.121,-84.572,18071
39123,41.518,-83.207,17771.750732933
39121,39.77,-81.465,18730
39119,39.962,-81.962,18607.365189159
39117,40.532,-82.822,18954.719337898
39115,39.605,-81.833,18481
39113,39.755,-84.268,18559.261738502
39111,39.717,-81.07,18071
39109,40.061,-84.229,18582.322015649
39107,40.539,-84.617,18086.573076923
39105,39.109,-82.033,18071
39103,41.132,-81.929,18749.855532419
39101,40.57,-83.139,18461.529437418
39099,41.017,-80.802,18170.652841898
39097,39.907,-83.429,18954.770902318
39095,41.631,-83.675,18907.552764221
39093,41.279,-82.149,18748.545420865
39091,40.384,-83.767,18405.953378660
39089,40.095,-82.482,18955.625581395
39087,38.59,-82.551,18626.703841388
39085,41.703,-81.26,18746.216539305
39083,40.398,-82.464,18994.680421053
39081,40.376,-80.768,17909.416191080
39079,39.016,-82.615,18441.984339584
39077,41.14,-82.588,18652.449201278
39075,40.558,-81.934,18071
39073,39.526,-82.453,18079.972580315
39071,39.194,-83.607,18807
39069,41.326,-84.111,18146
39067,40.299,-81.102,18699
39065,40.668,-83.647,17909
39063,40.993,-83.65,18798.726556803
39061,39.201,-84.538,18349.963432022
39059,40.056,-81.477,18319.519329106
39057,39.694,-83.88,18573.131942360
39055,41.494,-81.197,18758.034287639
39053,38.806,-82.339,18836.058406003
39051,41.599,-84.138,18921.046639609
39049,39.97,-83.011,18955.173332192
39047,39.541,-83.461,18718.735465925
39045,39.769,-82.604,18954.568240901
39043,41.402,-82.647,18488.162534839
39041,40.276,-82.997,18953.628895184
39039,41.34,-84.515,18571.252845641
39037,40.134,-84.619,18225.745846026
39035,41.428,-81.726,18725.095262749
39033,40.849,-82.918,18581.478381849
39031,40.303,-81.905,17821.187547720
39029,40.749,-80.803,18733.770764120
39027,39.403,-83.791,18172.781091767
39025,39.029,-84.155,18349.584852431
39023,39.909,-83.782,18568.557785570
39021,40.134,-83.765,17801.541310541
39019,40.578,-81.091,17793.649431024
39017,39.437,-84.575,18350.672820436
39015,38.889,-83.862,18708.530504338
39013,40.009,-80.97,18297.474900231
39011,40.569,-84.168,17750.509860140
39009,39.324,-82.01,19174.406181977
39007,41.724,-80.784,18887.707128961
39005,40.813,-82.28,18725.878344128
39003,40.758,-84.138,18636.083266262
39001,38.865,-83.486,18071
38105,48.332,-103.438,23259.979809803
38103,47.587,-99.667,20171
38101,48.153,-101.602,23050.251953424
38099,48.368,-97.715,20171
38097,47.455,-97.151,19752
38095,48.685,-99.248,19677
38093,46.978,-98.96,19889.767248908
38091,47.456,-97.718,20131
38089,46.805,-102.663,21254.914918330
38087,46.454,-103.485,20151
38085,46.039,-101.252,20269.580276233
38083,47.587,-100.353,20171
38081,46.108,-97.618,19677
38079,48.772,-99.837,20171
38077,46.282,-96.917,19598.167758050
38075,48.729,-101.54,19738.937871421
38073,46.456,-97.657,20100
38071,48.259,-98.746,20121
38069,48.196,-99.884,20171
38067,48.771,-97.52,20171
38065,47.111,-101.321,20265.545574716
38063,47.933,-98.203,20171
38061,48.196,-102.378,22106
38059,46.805,-101.32,20177.187343880
38057,47.387,-101.731,20171
38055,47.701,-101.485,20110
38053,47.684,-103.298,19677
38051,46.111,-99.441,20744
38049,48.24,-100.628,20046.943503832
38047,46.457,-99.477,20080
38045,46.456,-98.535,19677
38043,46.979,-99.78,19752
38041,46.417,-102.462,20171
38039,47.456,-98.23,20171
38037,46.32,-101.56,19677
38035,47.933,-97.394,19335.494739340
38033,46.935,-103.827,20171
38031,47.457,-98.882,19965
38029,46.288,-100.27,20171
38027,47.717,-98.898,20171
38025,47.393,-102.622,19911
38023,48.816,-103.467,20080
38021,46.109,-98.506,20171
38019,48.771,-98.463,19677
38017,46.934,-97.229,19360.053125772
38015,46.98,-100.52,20189.066293552
38013,48.772,-102.48,19922
38011,46.112,-103.52,20171
38009,48.816,-100.821,19677
38007,46.979,-103.349,20151
38005,47.998,-99.186,20171
38003,46.935,-98.074,20261
38001,46.075,-102.496,20080
37199,35.881,-82.319,21798
37197,36.15,-80.657,22371.319956616
37195,35.708,-77.926,23014.720543145
37193,36.21,-81.207,22477.769756631
37191,35.392,-78.052,22953.521021021
37189,36.246,-81.686,22475.605219996
37187,35.84,-76.6,22119
37185,36.38,-78.11,22082
37183,35.817,-78.624,23595.621408273
37181,36.373,-78.394,21653.603138045
37179,35.009,-80.558,23382.865821557
37177,35.879,-76.123,22149.64260416
37175,35.206,-82.815,22768.147395085
37173,35.429,-83.554,22417
37171,36.414,-80.707,22950.793722597
37169,36.401,-80.239,22370.291087490
37167,35.349,-80.278,21687.277488703
37165,34.848,-79.509,22266.240580737
37163,35.006,-78.392,21894
37161,35.403,-81.986,22876.737792596
37159,35.638,-80.477,22156.306580259
37157,36.395,-79.773,23069.434873220
37155,34.614,-79.133,22644.624323555
37153,34.991,-79.767,22834.004127317
37151,35.71,-79.804,22113.398541068
37149,35.301,-82.16,21853
37147,35.587,-77.392,22191.232970850
37145,36.39,-78.974,22720.783459985
37143,36.141,-76.373,23066.130234396
37141,34.544,-77.878,22923.187265918
37139,36.268,-76.255,22893.296535567
37137,35.13,-76.632,22708.125131996
37135,36.052,-79.107,22782.468974577
37133,34.683,-77.388,23295.692496747
37131,36.43,-77.483,22376.199791341
37129,34.174,-77.852,23187.630866215
37127,35.993,-77.977,23303.091724826
37125,35.293,-79.432,21993.463537301
37123,35.335,-79.898,22041
37121,36.083,-82.197,22878
37119,35.267,-80.804,23381.763785334
37117,35.816,-77.084,22207
37115,35.884,-82.685,22184.982445641
37113,35.156,-83.423,22296
37111,35.694,-82.059,22417.558823529
37109,35.484,-81.239,22199.135877543
37107,35.222,-77.612,21516.136159601
37105,35.462,-79.164,22980.062402496
37103,35.051,-77.39,22461.468990493
37101,35.503,-78.386,23586.295416897
37099,35.269,-83.141,23059.671173346
37097,35.785,-80.902,23416.017848290
37095,35.412,-76.187,23534
37093,35.024,-79.246,22113.387485531
37091,36.349,-76.949,22207
37089,35.305,-82.503,22168.212286103
37087,35.574,-83.001,23141.833578999
37085,35.406,-78.876,22207.955910853
37083,36.277,-77.618,22232.830898287
37081,36.079,-79.789,22108.014746040
37079,35.48,-77.65,22878
37077,36.297,-78.63,22991.332487658
37075,35.348,-83.81,22878
37073,36.425,-76.702,22215.136078783
37071,35.283,-81.189,23383.084481243
37069,36.062,-78.276,23581.405073594
37067,36.128,-80.275,22363.67995673
37065,35.911,-77.585,23304.089391033
37063,36.052,-78.857,22779.015576830
37061,34.946,-77.925,22074
37059,35.919,-80.536,22372.512135093
37057,35.813,-80.265,22808.702911383
37055,35.692,-75.723,23726.427063207
37053,36.439,-76.011,26666.554836204
37051,35.054,-78.803,23423.138806762
37049,35.094,-77.063,22717.055468304
37047,34.234,-78.616,22207
37045,35.368,-81.544,22951.539176346
37043,35.073,-83.744,22207
37041,36.039,-76.567,22207
37039,35.114,-84.005,22878
37037,35.721,-79.23,22793.300141863
37035,35.683,-81.229,22015.895287580
37033,36.393,-79.335,22878
37031,34.804,-76.587,22435.626313157
37029,36.399,-76.214,23534.267498268
37027,35.954,-81.569,22001.931495228
37025,35.353,-80.541,23383.126594272
37023,35.717,-81.675,22004.119685931
37021,35.621,-82.528,22168.560232005
37019,34.038,-78.273,23088.804062632
37017,34.632,-78.539,22878
37015,36.06,-76.966,22878
37013,35.461,-76.831,22862.873587619
37011,36.103,-81.907,22218
37009,36.412,-81.493,22612
37007,34.982,-80.084,21898
37005,36.495,-81.128,22207
37003,35.925,-81.173,22005.687138529
37001,36.045,-79.389,22279.005178664
36123,42.629,-77.128,20468.425087108
36121,42.695,-78.221,19943
36119,41.114,-73.732,23169.094767655
36117,43.052,-76.853,21140.591632135
36115,43.376,-73.439,22072.776626826
36113,43.536,-73.825,22068.218307403
36111,41.863,-74.345,22200.817468656
36109,42.445,-76.467,23169.859612519
36107,42.153,-76.322,20509.201973070
36105,41.748,-74.755,22892
36103,40.949,-72.637,23768.413719349
36101,42.288,-77.357,20003.112126586
36099,42.783,-76.783,20190.183443086
36097,42.417,-76.863,20398
36095,42.565,-74.438,22388.061598952
36093,42.849,-74.058,22388.122424628
36091,43.092,-73.866,22383.947643979
36089,44.494,-75.192,20303.684280140
36087,41.167,-74.06,25007.501724553
36085,40.566,-74.146,25060.231102448
36083,42.717,-73.525,22386.269721268
36081,40.74,-73.871,25142.989142237
36079,41.425,-73.756,24988.615591018
36077,42.652,-75.023,21743.087950511
36075,43.475,-76.2,21121.896328888
36073,43.237,-78.213,21140.380750365
36071,41.394,-74.354,22367.652039236
36069,42.898,-77.287,21138.007170436
36067,42.994,-76.197,21114.323633226
36065,43.189,-75.477,21446.939054265
36063,43.279,-78.71,20800.742520265
36061,40.762,-73.97,25438.921921922
36059,40.743,-73.601,23790.474677960
36057,42.88,-74.423,21240.379961382
36055,43.142,-77.673,21129.835756853
36053,42.901,-75.616,21124.237027920
36051,42.73,-77.773,21140.828190048
36049,43.811,-75.48,20582
36047,40.65,-73.944,25219.880985496
36045,43.988,-76.09,22309.179566782
36043,43.454,-74.957,21457.228924873
36041,43.669,-74.456,20463
36039,42.26,-74.155,21405
36037,43.001,-78.184,20169.318735953
36035,43.109,-74.435,20818.462769759
36033,44.554,-74.317,20826.370254607
36031,44.102,-73.815,20972
36029,42.732,-78.887,20789.382328924
36027,41.763,-73.743,22366.012674084
36025,42.214,-74.925,20788
36023,42.596,-76.069,21426.807412637
36021,42.236,-73.641,22739.065060890
36019,44.722,-73.68,21070.648770350
36017,42.466,-75.591,20571
36015,42.147,-76.75,20338.313228438
36013,42.179,-79.408,20115.771793253
36011,42.941,-76.509,20978.605966866
36009,42.237,-78.684,20093.747315056
36007,42.123,-75.744,20496.478895493
36005,40.851,-73.84,25187.878733357
36003,42.258,-78.016,20593
36001,42.598,-73.97,22388.052121617
35061,34.708,-106.807,17889.022619301
35059,36.542,-103.505,17615
35057,34.65,-105.88,17888.914425106
35055,36.525,-105.629,18595.271026771
35053,34.015,-106.825,17161
35051,33.128,-107.17,17226
35049,35.521,-105.981,20123.872920274
35047,35.497,-104.679,17111.666618993
35045,36.5,-108.233,17851.489958373
35043,35.717,-106.935,17888.510574450
35041,33.936,-103.496,17825.028944505
35039,36.496,-106.578,18106.464903815
35037,35.04,-103.585,17679
35035,32.653,-105.612,17399.240253201
35033,36.01,-105.023,17744
35031,35.654,-108.176,17508.087039174
35029,32.194,-107.763,18185.201613474
35028,35.884,-106.295,20108.372165177
35027,33.782,-105.629,18036
35025,32.785,-103.433,18685.118000445
35023,31.925,-108.629,17485
35021,35.931,-103.902,17485
35019,34.91,-104.718,17485
35017,32.532,-108.327,18172.606460258
35015,32.482,-104.287,18143.644837583
35013,32.317,-106.82,17670.332447414
35011,34.344,-104.419,17485
35009,34.54,-103.391,17445.941720078
35007,36.606,-104.692,17701
35006,34.942,-108.056,17289.687135105
35005,33.48,-104.431,17903.179014612
35003,33.889,-108.379,17485
35001,35.061,-106.672,17877.945973324
34041,40.891,-74.985,22140.792219275
34039,40.655,-74.3,23617.494396015
34037,41.129,-74.678,23572.369318182
34035,40.565,-74.599,22647.479781772
34033,39.592,-75.312,23113.880626223
34031,41.086,-74.304,24338.978860382
34029,39.812,-74.259,22530.177901905
34027,40.887,-74.578,23586.354499043
34025,40.274,-74.249,22537.986900265
34023,40.434,-74.416,22661.016584180
34021,40.277,-74.712,22407.715121280
34019,40.548,-74.949,22634.075471698
34017,40.724,-74.075,23402.349544073
34015,39.762,-75.163,23120.042727895
34013,40.796,-74.245,23644.745414365
34011,39.283,-75.148,22481.613813591
34009,39.103,-74.816,21181.226011689
34007,39.792,-74.938,23129.890380505
34005,39.934,-74.724,23121.739890710
34003,40.932,-74.083,24342.158198727
34001,39.46,-74.608,22908.782302147
33019,43.379,-72.194,19524.591259640
33017,43.317,-71.028,20398.708065459
33015,42.972,-71.013,20950.742330405
33013,43.315,-71.662,19566.539641224
33011,42.903,-71.653,20498.09372333
33009,43.969,-71.84,20762.723478729
33007,44.71,-71.387,18029.715931030
33005,42.946,-72.242,19106.120259722
33003,43.902,-71.257,19999
33001,43.549,-71.445,19906.966920415
32510,39.164,-119.776,19678.921518222
32033,39.399,-114.977,18811
32031,40.77,-119.588,19836.957195459
32029,39.446,-119.496,19837.830907998
32027,40.429,-118.319,18023
32023,37.852,-116.598,18693.637755742
32021,38.485,-118.423,19643
32019,39.058,-119.233,18864.295386615
32017,37.765,-114.972,18951
32015,39.902,-117.196,18768
32013,41.427,-118.174,18444.778011573
32011,40.08,-116.197,19589.002728978
32009,37.91,-117.796,18023
32007,41.062,-115.529,19938.933018805
32005,38.924,-119.656,20246.990416958
32003,36.062,-114.969,21192.332672777
32001,39.537,-118.343,19097.403694285
31185,40.872,-97.597,18869
31183,41.914,-98.528,18786
31181,40.176,-98.5,18786
31179,42.22,-97.095,18786
31177,41.538,-96.182,19660.970667384
31175,41.567,-98.981,18786
31173,42.146,-96.545,18786
31171,41.913,-100.555,18869
31169,40.176,-97.594,18786
31167,41.916,-97.193,18747.587924336
31165,42.501,-103.727,18663.173231032
31163,41.22,-98.975,18786
31161,42.503,-102.399,18786
31159,40.872,-97.139,18302.852250100
31157,41.849,-103.707,19136.539915661
31155,41.239,-96.61,19305.374812886
31153,41.122,-96.09,19666.318361153
31151,40.524,-97.14,19512
31149,42.419,-99.455,18807
31147,40.131,-95.659,18786
31145,40.176,-100.477,18786
31143,41.181,-97.598,18786
31141,41.547,-97.541,19662.293550025
31139,42.264,-97.601,18748.658993075
31137,40.509,-99.411,18786
31135,40.851,-101.649,18786
31133,40.131,-96.237,18786
31131,40.653,-96.086,18848
31129,40.176,-98.047,18786
31127,40.392,-95.809,18786
31125,41.402,-97.997,18786
31123,41.72,-103.003,18786
31121,41.193,-97.942,18818.751630610
31119,41.916,-97.601,18803.971090670
31117,41.568,-101.059,18673.106146189
31115,41.913,-99.454,18786
31113,41.566,-100.482,19521.701403149
31111,41.046,-100.746,18385.454184418
31109,40.784,-96.688,18999.595607446
31107,42.622,-97.897,18786
31105,41.197,-103.714,18931
31103,42.864,-99.726,18786
31101,41.199,-101.652,18786
31099,40.502,-98.951,18859.674760994
31097,40.392,-96.264,18786
31095,40.175,-97.142,18786
31093,41.22,-98.517,18817.926912181
31091,41.916,-101.134,18807
31089,42.458,-98.778,18786
31087,40.176,-101.041,18786
31085,40.524,-101.061,18807
31083,40.176,-99.404,18786
31081,40.867,-98.054,18818.644193297
31079,40.872,-98.502,18793.587765350
31077,41.567,-98.521,18786
31075,41.917,-101.746,18786
31073,40.525,-99.868,18934.446374895
31071,41.914,-98.99,18786
31069,41.614,-102.331,18786
31067,40.262,-96.69,18669.892691889
31065,40.176,-99.913,18786
31063,40.525,-100.382,19263
31061,40.176,-98.952,18786
31059,40.524,-97.596,18786
31057,40.176,-101.687,18786
31055,41.291,-96.17,19672.286536157
31053,41.588,-96.617,18586.278890601
31051,42.486,-96.824,18994.643231114
31049,41.111,-102.336,18786
31047,40.873,-99.82,18906.620526207
31045,42.719,-103.138,19014
31043,42.398,-96.541,19000.547803618
31041,41.393,-99.728,18786
31039,41.916,-96.787,18848
31037,41.572,-97.079,18786
31035,40.524,-98.051,18786
31033,41.22,-102.995,18786
31031,42.544,-101.126,19077
31029,40.524,-101.697,18786
31027,42.603,-97.25,18786
31025,40.905,-96.136,19660.886097041
31023,41.214,-97.137,18786
31021,41.849,-96.31,18786
31019,40.851,-99.074,18911.766224243
31017,42.427,-99.93,18786
31015,42.912,-98.781,18786
31013,42.22,-103.071,18786
31011,41.705,-98.062,18786
31009,41.912,-99.977,18807
31007,41.545,-103.71,18662.301471009
31005,41.569,-101.696,18807
31003,42.176,-98.067,18786
31001,40.524,-98.501,19042.605006549
30111,45.876,-108.194,20139.601100413
30109,46.841,-104.326,20172
30107,46.462,-109.834,20172
30105,48.402,-106.609,20172
30103,46.219,-107.338,20172
30101,48.673,-111.731,20172
30099,47.817,-112.212,20172
30097,45.87,-109.855,20215
30095,45.69,-109.453,19783
30093,45.909,-112.637,19793.048873587
30091,48.694,-104.552,20172
30089,47.719,-115.118,19265
30087,46.498,-106.992,20172
30085,48.328,-104.944,20172
30083,47.863,-104.638,20172
30081,46.151,-114.04,20611
30079,46.876,-105.345,20172
30077,46.721,-112.879,20172
30075,45.394,-105.63,20172
30073,48.307,-112.379,20172
30071,48.292,-108.035,20172
30069,47.166,-108.281,20172
30067,45.592,-110.422,19967
30065,46.441,-108.405,20172
30063,46.899,-114.049,21700.077485490
30061,47.236,-115.089,20172
30059,46.595,-110.965,20172
30057,45.32,-112.027,20631
30055,47.602,-105.812,20172
30053,48.458,-115.33,20692
30051,48.565,-111.075,20172
30049,47.1,-112.33,20661.704582290
30047,47.55,-114.101,19243
30045,47.064,-110.267,20172
30043,46.156,-112.128,20910.968225797
30041,48.652,-110.11,20172
30039,46.393,-113.457,20193
30037,46.441,-109.216,20181.231985738
30035,48.654,-113.126,20692
30033,47.259,-107.027,20172
30031,45.438,-111.294,21028.677600889
30029,48.435,-113.949,20481.423460899
30027,47.272,-109.263,20172
30025,46.369,-104.475,20172
30023,46.046,-113.037,20172
30021,47.238,-104.856,20172
30019,48.781,-105.562,20172
30017,46.194,-105.462,20010
30015,47.861,-110.471,20172
30013,47.349,-111.341,20138.297674419
30011,45.567,-104.538,20172
30009,45.304,-108.948,20145.517685700
30007,46.37,-111.422,20323
30005,48.367,-108.893,20172
30003,45.522,-107.481,20172
30001,45.008,-112.7,20204
29510,38.636,-90.243,21629.077889203
29229,37.269,-92.469,20040
29227,40.478,-94.423,20040
29225,37.277,-92.877,20352.619413968
29223,37.121,-90.444,20040
29221,37.969,-90.869,21073
29219,38.77,-91.188,21641.022202785
29217,37.85,-94.338,20005
29215,37.327,-91.949,19594
29213,36.654,-93.04,20830.058461321
29211,40.211,-93.111,20838
29209,36.746,-93.458,19603.870505051
29207,36.841,-89.972,20040
29205,39.806,-92.069,20040
29203,37.151,-91.337,19594
29201,37.054,-89.549,20720.847993288
29199,40.452,-92.147,20040
29197,40.469,-92.535,19675.630097645
29195,39.171,-93.172,19653.202268300
29189,38.665,-90.427,21634.128378378
29187,37.727,-90.379,20489.671766641
29186,37.877,-90.191,20627
29185,38.02,-93.781,20040
29183,38.785,-90.536,21637.110483748
29181,36.655,-90.85,20040
29179,37.37,-91.024,20040
29177,39.364,-93.985,21725.258570029
29175,39.438,-92.504,20541.149052249
29173,39.571,-91.448,19850.303937917
29171,40.485,-93.019,20369
29169,37.81,-92.217,20476.088272120
29167,37.615,-93.402,19968.073291189
29165,39.401,-94.851,21725.962414493
29163,39.375,-91.09,20040
29161,37.921,-91.777,19591.629677144
29159,38.735,-93.281,20761.720815803
29157,37.743,-89.811,20134
29155,36.201,-89.748,20040
29153,36.649,-92.442,20040
29151,38.453,-91.917,19828.851139241
29149,36.691,-91.397,20040
29147,40.351,-94.9,20588.291553702
29145,36.905,-94.339,20601.581058840
29143,36.63,-89.649,21026
29141,38.438,-92.851,19746
29139,38.926,-91.453,20286
29137,39.5,-92.01,20040
29135,38.567,-92.61,19931.563836810
29133,36.812,-89.309,19852
29131,38.223,-92.438,20498
29129,40.422,-93.57,20040
29127,39.816,-91.576,19561.631288474
29125,38.166,-91.914,20040
29123,37.478,-90.344,20275
29121,39.823,-92.572,20568
29119,36.628,-94.342,20556.412446296
29117,39.789,-93.511,20955
29115,39.871,-93.106,20568
29113,39.047,-90.964,21640.848332882
29111,40.099,-91.694,20417.332065823
29109,37.106,-93.833,20732
29107,39.069,-93.795,21726.830491271
29105,37.64,-92.554,19635.958412872
29103,40.128,-92.148,20040
29101,38.749,-93.811,21078.961985438
29099,38.26,-90.514,21639.102309763
29097,37.204,-94.335,20591.421489408
29095,39.002,-94.356,21728.536450397
